id,title,link,published,source,summary,ingestion_ts
14,Así gestionan nuestros vecinos europeos la expansión de Airbnb,https://elpais.com/internacional/2020/02/21/sonar_europe/1582302332_702790.html#?ref=rss&format=simple&link=link,"Wed, 26 Feb 2020 20:05:03 +0200",El País,"París, Roma o Berlín optan por modelos diferentes para abordar las consecuencias en el mercado turístico e inmobiliario",2026-03-06 15:10:00
6,Trump nombra al vicepresidente Pence a cargo de la crisis del coronavirus,https://elpais.com/sociedad/2020/02/27/actualidad/1582762594_400436.html#?ref=rss&format=simple&link=link,"Thu, 27 Feb 2020 19:26:58 +0200",El País,El CDC confirma el primer caso de origen desconocido en Northern California. El infectado no ha viajado recientemente al extranjero ni ha tenido contacto con un caso confirmado,2026-03-06 15:10:00
4,“La magnitud del problema del coronavirus no será diferente a una gripe”,https://elpais.com/sociedad/2020/02/26/actualidad/1582744701_468958.html#?ref=rss&format=simple&link=link,"Thu, 27 Feb 2020 19:26:43 +0200",El País,"Ángel Gil de Miguel, catedrático de Medicina Preventiva y Salud Pública de la Universidad Rey Juan Carlos, lanza un mensaje de tranquilidad",2026-03-06 15:10:00
20,Consumo da la razón a los clientes de Fnac que compraron un móvil 575 euros más barato por un error,https://elpais.com/sociedad/2020/02/27/actualidad/1582796975_880373.html#?ref=rss&format=simple&link=link,"Thu, 27 Feb 2020 17:15:33 +0200",El País,La empresa ofreció en su web un Huawei de alta gama por 124 euros cuando su precio era de 699 euros. Recibió 12.000 pedidos que anuló,2026-03-06 15:10:00
1,"Un periodista que viajó a Milán para cubrir el Valencia-Atalanta, positivo por coronavirus",https://elpais.com/sociedad/2020/02/27/actualidad/1582795523_075914.html#?ref=rss&format=simple&link=link,"Thu, 27 Feb 2020 17:13:44 +0200",El País,Se trata del segundo caso confirmado en la comunidad y el decimoquinto en España desde el lunes,2026-03-06 15:10:00
11,Ciudadanos pagaba un sueldo a un vocal de la Junta Electoral Central que resolvió recursos del partido,https://elpais.com/politica/2020/02/27/actualidad/1582796971_717381.html#?ref=rss&format=simple&link=link,"Thu, 27 Feb 2020 17:13:35 +0200",El País,Andrés Betancor ejerció como asesor de la formación en el Congreso mientras era miembro de la máxima autoridad electoral,2026-03-06 15:10:00
3,El turismo italiano se resiente; España mira expectante,https://elpais.com/sociedad/2020/02/26/actualidad/1582751511_964259.html#?ref=rss&format=simple&link=link,"Thu, 27 Feb 2020 15:26:25 +0200",El País,La patronal hotelera del área de Venecia describe un sector “al borde del colapso”,2026-03-06 15:10:00
7,El coronavirus de Wuhan | Japón cerrará todos sus centros escolares hasta fin de marzo,https://elpais.com/sociedad/2020/02/27/actualidad/1582772469_101682.html#?ref=rss&format=simple&link=link,"Thu, 27 Feb 2020 15:08:21 +0200",El País,"Corea del Sur, con casi 1.600 casos, y EE UU posponen sus ejercicios militares conjuntos",2026-03-06 15:10:00
19,¿Por qué los mosquitos se ceban con nuestros tobillos?,https://elpais.com/elpais/2020/02/27/ciencia/1582797400_512615.html#?ref=rss&format=simple&link=link,"Thu, 27 Feb 2020 14:25:21 +0200",El País,"El olor a ácido láctico emanado de los pies, diferente en cada individuo, atrae a estos insectos",2026-03-06 15:10:00
12,50 antiguos ministros y dirigentes europeos se pronuncian contra el plan de Trump para Palestina,https://elpais.com/internacional/2020/02/26/actualidad/1582750435_447092.html#?ref=rss&format=simple&link=link,"Thu, 27 Feb 2020 13:42:56 +0200",El País,El proyecto de paz de la Casa Blanca acumula rechazos en la comunidad internacional,2026-03-06 15:10:00
5,Seis italianos encerrados por partida doble,https://elpais.com/sociedad/2020/02/26/actualidad/1582745125_354016.html#?ref=rss&format=simple&link=link,"Thu, 27 Feb 2020 13:36:34 +0200",El País,Los compañeros de viaje de los cuatro positivos en Canarias están aislados del resto en el hotel en cuarentena,2026-03-06 15:10:00
15,La Fiscalía se querella contra una mujer por tuitear un vídeo falso de menores migrantes,https://elpais.com/ccaa/2020/02/27/catalunya/1582793229_305704.html#?ref=rss&format=simple&link=link,"Thu, 27 Feb 2020 13:21:28 +0200",El País,La agresión de unos alumnos a una profesora ocurrió en Brasil y no en España,2026-03-06 15:10:00
17,Especial EL PAÍS en Arco | Muntadas: “La sociedad ha degradado las palabras”,https://elpais.com/elpais/2020/02/27/actualidad/1582803771_531979.html#?ref=rss&format=simple&link=link,"Thu, 27 Feb 2020 12:49:20 +0200",El País,,2026-03-06 15:10:00
16,China desvela de qué está hecha la cara oculta de la Luna,https://elpais.com/elpais/2020/02/25/ciencia/1582651238_235155.html#?ref=rss&format=simple&link=link,"Thu, 27 Feb 2020 11:43:38 +0200",El País,El ‘Yutu-2’ obtiene las imágenes de radar más precisas del interior lunar hasta la fecha,2026-03-06 15:10:00
9,La mesa de diálogo se reunirá mensualmente y los acuerdos serán “en el marco de la seguridad jurídica”,https://elpais.com/politica/2020/02/26/actualidad/1582729437_069559.html#?ref=rss&format=simple&link=link,"Thu, 27 Feb 2020 11:31:31 +0200",El País,El Gobierno y la Generalitat pactan un comunicado conjunto tras tres horas de reunión,2026-03-06 15:10:00
10,Así avanzan las encuestas en Galicia y País Vasco,https://elpais.com/politica/2020/02/26/actualidad/1582705222_037590.html#?ref=rss&format=simple&link=link,"Thu, 27 Feb 2020 11:00:21 +0200",El País,"Los últimos sondeos y los datos básicos sobre el coronavirus, en la 'newsletter' de Kiko Llaneras de este miércoles",2026-03-06 15:10:00
21,Javier Bardem: “Hoy hay algún Hernán Cortés en el Congreso”,https://elpais.com/cultura/2020/02/26/actualidad/1582734306_817032.html#?ref=rss&format=simple&link=link,"Thu, 27 Feb 2020 10:30:32 +0200",El País,El actor presenta en Berlín 'The Roads Not Taken' a pocas horas de viajar a México para rodar la serie de Amazon sobre el conquistador español producida por Spielberg,2026-03-06 15:10:00
18,"La historia de Duralex, una vajilla tan irrompible como nuestra nostalgia",https://elpais.com/verne/2020/02/25/articulo/1582628993_071991.html#?ref=rss&format=simple&link=link,"Thu, 27 Feb 2020 08:27:18 +0200",El País,La marca francesa ha pasado de las estanterías de las tiendas a las vitrinas de los museos,2026-03-06 15:10:00
34,"La aviación israelí bombardea Beirut mientras cientos de miles de personas huyen: ""Salvad vuestras vidas""",https://www.elmundo.es/internacional/2026/03/05/69a9ca8e21efa04d598b45a9.html,"Thu, 05 Mar 2026 22:56:12 +0100",El Mundo,"La aviación israelí bombardea la capital libanesa y uno de sus ministro promete que la destruirá como hizo con Gaza&nbsp;<a href=""https://www.elmundo.es/internacional/2026/03/05/69a9ca8e21efa04d598b45a9.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
25,24 aviones de combate salieron de España para atacar Irán mientras Sánchez presumía del 'No a la guerra',https://www.elmundo.es/espana/2026/03/05/69a9cf65e85ecec5298b458e.html,"Thu, 05 Mar 2026 22:53:00 +0100",El Mundo,"Del 27 de febrero al 5 de marzo hubo 35 movimientos vinculados a la guerra, en las dos bases navales. Son origen o escala de aparatos que actúan en Oriente Próximo&nbsp;<a href=""https://www.elmundo.es/espana/2026/03/05/69a9cf65e85ecec5298b458e.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
26,España gira hacia la guerra con una joya de la Armada: Sánchez no quiso desairar a Macron y Robles cambió de opinión en minutos,https://www.elmundo.es/espana/2026/03/05/69a9d02021efa079578b4591.html,"Thu, 05 Mar 2026 22:50:43 +0100",El Mundo,"Sánchez viró del pacifismo puro a alistarse en una misión francesa para proteger la frontera de la UE ante Irán&nbsp;<a href=""https://www.elmundo.es/espana/2026/03/05/69a9d02021efa079578b4591.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
28,Sánchez activa la polarización masiva: los votantes del PSOE se vuelcan en contra de la guerra y prefieren China a EEUU,https://www.elmundo.es/espana/2026/03/05/69a9d06021efa0590f8b4576.html,"Thu, 05 Mar 2026 22:49:25 +0100",El Mundo,"El ataque militar a Irán y la negativa del Gobierno español a la utilización de las bases por parte de Trump enfrenta radicalmente a los votantes de derecha e izquierda&nbsp;<a href=""https://www.elmundo.es/espana/2026/03/05/69a9d06021efa0590f8b4576.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
30,"En las entrañas de los refugios subterráneos de Tel Aviv lejos de los misiles de Irán: ""Estamos preparados para todo""",https://www.elmundo.es/internacional/2026/03/05/69a9d306e9cf4a0d7c8b458d.html,"Thu, 05 Mar 2026 22:47:53 +0100",El Mundo,"Cuando suena la sirena, la ciudad baja al subsuelo: aparcamientos, refugios y túneles como nueva rutina&nbsp;<a href=""https://www.elmundo.es/internacional/2026/03/05/69a9d306e9cf4a0d7c8b458d.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
44,Fernando Alonso y Aston Martin: ¿cómo evitar el gran ridículo en el arranque del Mundial?,https://www.elmundo.es/deportes/formula-1/2026/03/05/69a98f68fdddff89658b45b2.html,"Thu, 05 Mar 2026 21:01:13 +0100",El Mundo,"El bicampeón deberá apretar a fondo el sábado para no quedar fuera de la carrera por la norma del 107%. ""Si seguimos con los problemas de Bahrein va a ser difícil rodar más de 10 o 15 vueltas"", vaticina Stroll.&nbsp;<a href=""https://www.elmundo.es/deportes/formula-1/2026/03/05/69a98f68fdddff89658b45b2.html"">Leer</a><img alt="""" src=""http://secure-uk.imrworldwide.com/cgi-bin/m?cid=es-widgetueditorial&amp;cg=rss-elmundo&amp;ci=es-widgetueditorial&amp;si=http://www.elmundo.es/rss/index.xml"" />",2026-03-06 15:10:02
2,Mapa de la expansión y claves para entender el coronavirus de Wuhan,https://elpais.com/sociedad/2020/02/26/actualidad/1582712658_011286.html#?ref=rss&format=simple&link=link,"Sun, 1 Mar 2020 15:16:43 +0200",El País,"Qué es, cómo se transmite, cuál es la población más vulnerable y dimensiones del contagio en el mundo",2026-03-06 15:10:00
13,Plácido Domingo anula sus representaciones en el Real antes de que el teatro las cancelara,https://elpais.com/cultura/2020/02/27/actualidad/1582789321_585769.html#?ref=rss&format=simple&link=link,"Fri, 28 Feb 2020 09:33:16 +0200",El País,El festival de Úbeda tampoco recibirá al tenor y el Palau de les Arts quita su nombre a un centro,2026-03-06 15:10:00
8,El Gobierno salva el primer escollo de los Presupuestos gracias a ERC,https://elpais.com/politica/2020/02/27/actualidad/1582790343_062149.html#?ref=rss&format=simple&link=link,"Fri, 28 Feb 2020 08:19:36 +0200",El País,El voto en contra de Junts per Catalunya indigna a los republicanos,2026-03-06 15:10:00
22,Los alumnos de la Autónoma acorralan a los 150 radicales del violento escrache a Felipe González,http://www.abc.es,"Fri, 21 Oct 2016 00:34:22 +0200",ABC,"<img align=""left"" src=""http://static1.abc.es/media/espana/2016/10/21/recogida-firmas-autonoma3-ku0G--620x349@abc.jpg"" /><p>Indignación. Es lo primero que se respira nada más entrar a la Facultad de Derecho de la Universidad Autónoma de Madrid (UAM), escenario el miércoles, <a href=""http://www.abc.es/espana/madrid/abci-decenas-estudiantes-impiden-felipe-gonzalez-entre-grito-asesinos-no-sois-bienvenidos-201610191227_noticia.html"">de un violento escrache</a> contra el expresidente del Gobierno Felipe González y el periodista Juan Luis Cebrián, dentro del foro «Jornadas sociedad civil y cambio global». Mientras algunos alumnos aprovechan los últimos coletazos de buen tiempo para tomar fuera un café, otros se recluyen en el interior para acometer las tareas pertinentes. Los trabajadores de limpieza se afanan en sacar brillo a un edificio que a simple vista <strong>escapa del prototipo de una madriguera radical</strong> dentro del ámbito universitario.</p>
<p>Tres mesas situadas en diferentes puntos del interior recogen firmas para condenar lo ocurrido. Son estudiantes de la propia facultad, que a través de los grupos de delegados, «votados por todos los compañeros de clase», se han organizado para mostrar su repulsa. No quieren que se les identifique con los violentos, ya que «la universidad es un espacio donde tiene que haber <strong>libertad de expresión y diálogo</strong>, y nadie puede ser sufrir ningún tipo de violencia», explica un integrante de una de las mesas.</p>
<p>Llevan recogidas más de mil firmas y solo son alrededor de 3.000 los matriculados. Una cifra que contrasta <strong>con los apenas 150 vándalos</strong> que acudieron a reventar el acto. Los alumnos han redactado un manifiesto, que el decanato ha leído y aprobado, donde transmiten a la sociedad que en su facultad les permiten exponer cualquier idea, mostrar pancartas, realizar actos, movilizaciones, huelgas o manifestaciones: «Y por ese motivo no necesitamos recurrir a otros medios, como los empleados en esta ocasión, porque podemos hablar y expresarnos por otros medios respetando las normas». Manuela Carmena, que ayer participó con total tranquilidad en el mismo foro, plasmó su firma al final de su ponencia.</p>
<blockquote class=""azul-ultra-oscuro"">
<span class=""fa fa-quote-left gris-claro""> </span>La decana está recabando información que identifique a los autores, sean individuos o asociaciones</blockquote>

<div id=""roba_cintillo-id""></div>

<p>El goteo de jóvenes dispuestos a dejar por escrito su rechazo fue constante. No tienen miedo y esperan que los hechos no queden impunes. «Vamos a llevar una declaración a la Junta de la Facultad para que tome las medidas oportunas. La primera en firmar fue la decana y nos consta que hay abierta una investigación para expulsar a los responsables», asegura una universitaria. </p>
<p>Según explica la decana, <strong>Yolanda Valdeolivares</strong>, lo importante el miércoles fue garantizar la seguridad, pero ahora es tiempo de investigar y recabar información para «adoptar las medidas que lleven a reconocer a los responsables de los hechos y a acreditar su identidad, ya sea a título personal o de asociación».</p>
<p>De camino al <a href=""http://www.abc.es/espana/madrid/abci-politicos-y-universidad-mezcla-perfecta-para-escraches-201610191950_noticia.html"">salón de actos Tomás y Valiente</a>, situado en la segunda planta, otro estudiante advierte que la facultad «es un laberinto», al tiempo que señala una planta más abajo, el pasillo donde está la sede de Habeas Corpus, una asociación autodenominada antifascista y anticapitalista, registrada oficialmente por el decanato, a la que muchos señalan como <strong>participantes activos en el boicot</strong>. «Aunque no sepamos quién lo ha organizado, cualquiera que estuvo allí es capaz de identificar a los compañeros de su clase que han provocado esto», relata el mismo alumno.</p>
<p>Su testimonio es clave para entender la magnitud de lo acontecido. Junto a varios amigos y compañeros trató de acceder al curso, en el que estaban matriculados. «Las ponencias comenzaron el martes y en ninguna pasó nada. Nadie cree que algo así pueda ocurrir». Los violentos accedieron a la facultad portando caretas, algunas de ellas con el nombre de José Antonio Lasa y Christian Olaskoaga -etarras asesinados por los GAL-, y se marcharon <strong>lanzado un petardo de gran tamaño</strong> en el pasillo, que provocó la caída de los protectores de las luces halógenas e impactaron sobre el cuerpo de algunas personas.</p>
<p>«Entre medias, además de empujones, insultos y golpes y de agredir a un profesor de 70 años, en un momento dado vi un cuchillo de cocina de grandes dimensiones, <a href=""https://www.abc.es/espana/madrid/abci-alumno-autonoma-trate-entrar-conferencia-pero-cuchillo-cocina-y-asuste-201610210009_noticia.html"">de esos que la hoja del filo tiembla</a>, y salí de allí corriendo. El arma la encontró un profesor, motivo por el cual los manifestantes lo acusaron de haberlo puesto en ese lugar como una falsa prueba», sentencia el propio afectado.</p>
<blockquote class=""azul-ultra-oscuro"">
<span class=""fa fa-quote-left gris-claro""> </span>La turba fue organizada por los radicales a través de las redes sociales y grupos de Whatsapp</blockquote>
<p>En la guarida de <strong>Habeas Corpus</strong> hay cerca de 20 personas. «Estamos de asamblea, ¿qué queréis?». El revuelo que provoca nuestra presencia es evidente, conscientes de que viven días complicados. «Nuestra asociación no ha organizado nada y tampoco sabemos si alguien de aquí a título individual ha participado», expresa uno de sus miembros.</p>
<p>
<strong>Señalados por sus propios compañeros</strong> de pupitre, dudan entre expresar su visión o permanecer callados, hecho este último que acaba imponiéndose. Aunque no sin antes asegurar en relación al cuchillo que «fueron los escoltas de Felipe González los que lo dejaron tirado en el suelo para incriminarnos».</p>
<h2>Grupos ajenos a la facultad</h2>
<p>La Federación de Estudiantes Libertaria (FEL), que tiene implantación en la Complutense, en la Carlos III y en la propia Autónoma, se ha atribuido el violento escrache <a href=""http://www.abc.es/espana/madrid/abci-madrid-diez-grupos-universitarios-suman-unos-300-radicales-201610200755_noticia.html"">con un mensaje desafiante en Twitter</a>: «Muchas gracias por todas las muestras de solidaridad. Meterse con dos Capos del Régimen tiene consecuencias».</p>
<p>La FEL se define como una «organización anarquista», creada en 2014 tras la «desmovilización estudiantil post-Bolonia» y para hacer frente a una universidad «cada día más elitizada». Junto a ellos, también estaba <strong>Izquierda Castellana</strong>, el «brazo político» del antifascismo y cuya rama juvenil, Yesca, está asentada en la UCM. </p>
<p>El plan estaba claro. Y el punto de encuentro también. «La convocatoria estaba preparada para quedar <strong>en la Facultad de Psicología</strong>, reunir a toda la gente que vino de la Complutense y de allí entrar en masa para tener el mayor impacto posible», describen los inscritos en el propio curso. La turba fue convocada en redes sociales, y mediante grupos de WhatsApp, un mecanismo que utilizan cada vez más para eludir la vigilancia policial.</p>",2026-03-06 15:10:01
